text,label,language
Не могу зарегистрироваться на семестр,Регистрация,ru
аплата не проходит,Финансы,ru
"Добрый день, Преподаватель грубо отвечает. Это очень важно.",Преподаватели,ru
зачет не поставили,Экзамены,ru
Ошибка при запросе документа,Документы,ru
"Please help, The document status is not displayed. This is very important.",Документы,en
"Добрый день, Преподаватель грубо отвечает. Это очень важно.",Преподаватели,ru
не могу download справку,Документы,mixed
"Could you please help me, Exam registration is not displayed. I do not know what to do.",Регистрация,en
The course es not available for registration,Регистрация,en
"Good afternoon, The pletform logs me out eutomatically. I do not knw what to do.",IT-проблемы,en
"Good afternoon, Server error when opening the page. Please help me.",IT-проблемы,en
"Добрый день, Неверно указана оценка. Это очень важно.",Экзамены,ru
не понимаю что делать с визой,Иностранные студенты,ru
Заявление зависло в системе. Это очень важно.,Документы,ru
У меня проблема: Экзаменационные данные недоступны,Экзамены,ru
"Здравствуйте, квитанция не появилась. Я не знаю, что делать.",Финансы,ru
"Hello, There is a conflict in the class schedule. I do not know what to do.",Расписание,en
деньги charged but статус unpaid,Финансы,mixed
Не могу выбрать дисциплину,Регистрация,ru
Не отображается информация об оплате,Финансы,ru
Не могу зайти в кабинет. Это очень важно.,IT-проблемы,ru
У меня проблема: Проблема с медицинскими аннализами. Срочна нужна помощь.,Иностранные студенты,ru
I cannot contact the teacher,Преподаватели,en
The system does not allow me to register,Регистрация,en
I have a problem: The system does not accept my application. I do not know what to do.,Документы,en
I have a problem: Error while viewing grades. I need urgent help.,Экзамены,en
receipt is missing,Финансы,en
"Деньги списанны, но платеж не подтвержден. Срочнно нужна помощь.",Финансы,ru
"Здравствуйте, Проблема с продлением книги. Уже несколько дней не могу решить проблему.",Библиотека,ru
Конфликт с преподавателем,Преподаватели,ru
не могу логиниться,IT-проблемы,ru
"Could you please help me, I need a document for my visa. e have been trying to solve thiz for several days.",Документы,en
"G0od afternoon, The system does not accept y application",Документы,en
Платеж не проходит,Финансы,ru
"Добрый день, Портол не отвечает",IT-проблемы,ru
can't enroll in couse,Регистрация,en
У меня проблема: Нет доступа к информации об экзамене. Это очень важно.,Экзамены,ru
У меня проблема: Транскрипт не готов. Это очень важно.,Документы,ru
"Помогите, Преподаватель не проверяет задания. Это очень важно.",Преподаватели,ru
Проблема с библиотечным аккаунтом,Библиотека,ru
деньги charged but статус unpaid,Финансы,mixed
"Hello, I cannot get support as an international student. Please help me.",Иностранные студенты,en
не могу оплатить общагу,Финансы,ru
I cannot pay for the semester,Финансы,en
"Hello, The schedule is displayed incorrectly. I have been trying to solve this for several days.",Расписание,en
"Добрый день, Ошибка при оплате через портал. Это очень важно.",Финансы,ru
не дает выбрать курс,Регистрация,ru
"Подскажите пожалуйста, Счет за обучение отображается неверно. Это очень важно.",Финансы,ru
Жалоба на преподавателя,Преподаватели,ru
The confirmation code does not arrive,IT-проблемы,en
У меня проблема: Проблема с преподавателем,Преподаватели,ru
"Здравствуйте, Не могу посматреть результаты. Помогете пожалуйста.",Экзамены,ru
зачет не поставили. Срочно нужна помощь.,Экзамены,ru
I cannot open the electronic textbook. I do not know what to do.,Библиотека,en
The money was charged but the payment was not confirmed,Финансы,en
I cannot enroll in a subject. I have been trying to solve this for several days.,Регистрация,en
"Добрый день, сайт универа keeps crashing",IT-проблемы,mixed
"Could you please help me, I have a problem with a teacher",Преподаватели,en
The platform logs me out automatically. Please help me.,IT-проблемы,en
The system rejects the payment,Финансы,en
"Здравствуйте, Не согласен с оценкой преподавателя. Я не знаю, что делать.",Преподаватели,ru
Преподаватель не загрузил материалы,Преподаватели,ru
"Помогите, Не могу получить студенческий билет. Помогите пожалуйста.",Документы,ru
"Could you please help me, There is a problem paying for the dormitory",Финансы,en
The university website does not open,IT-проблемы,en
Конфликт с преподавателем,Преподаватели,ru
препод не отвечает in chat,Преподаватели,mixed
У меня проблема: Изминилось время занятий. Помогите пожалуйста.,Расписание,ru
нужен документ для визы,Документы,ru
"Здравствуйте, Пара исчезла из расписания. Уже несколько дней не могу решить проблему.",Расписание,ru
Проблема с экзаменационными результатами,Экзамены,ru
money charged but still unpaid,Финансы,en
"Здравствуйте, Расписание отображаится неправильно. Помогите пожалуйста.",Расписание,ru
"Please help, I do not have access to study materials. I need urgent help.",Библиотека,en
У меня проблема: Проблема с онлайн расписанием. Срочно нужна помощь.,Расписание,ru
The library system is not responding. Please help me.,Библиотека,en
payment прошел но квитанции нет,Финансы,mixed
"Please help, I cannot open the exam sheet",Экзамены,en
"Подскажите пожалуйста, Не могу зарегистрироваться на курс",Регистрация,ru
There is a conflict with a teacher,Преподаватели,en
У меня проблема: училка не проверила работу. Это очень важно.,Преподаватели,ru
Ошибка при регистрации на предмет,Регистрация,ru
The payment does not go through,Финансы,en
Не могу оплатить обучение,Финансы,ru
"Could you please help me, I need an academic certificate",Документы,en
Не отобажается допуск к экзомену,Экзамены,ru
The results appered with an error,Экзамены,en
мед анализы не приняли,Иностранные студенты,ru
"Добрый день, Портал университтетта завесает. Срочно нужна памощь.",IT-проблемы,ru
"Hello, The tuition invoice is displayed incorrectly",Финансы,en
"Please help, Error while paying through the portal. Please help me.",Финансы,en
Не удается скачать учебный материал,Библиотека,ru
Не могу получить доступ к библиотеке,Библиотека,ru
There is an error in my grades,Экзамены,en
нужен документ для визы,Документы,ru
The library website does not let me download the file,Библиотека,en
"Please help, My student portal is frozen. I need urgent help.",IT-проблемы,en
Проблема с ригистрацией,Регистрация,ru
document status не обновляется,Документы,mixed
I have a problem: The teacher did not upload the materials. Please help me.,Преподаватели,en
"Здравствуйте, document status не обновляется",Документы,mixed
"Добрый день, нужен документ для визы",Документы,ru
Материал заблокирован. Это очень важно.,Библиотека,ru
Не пришла квитонция об оплате,Финансы,ru
Server error when opening the page,IT-проблемы,en
Ошибка при просмотре оценок,Экзамены,ru
The class time is incorrect. Please help me.,Расписание,en
"Здравствуйте, зачет не поставили. Помогите пожалуйста.",Экзамены,ru
"Помогите, Платеж прошел два раза. Это очень важно.",Финансы,ru
"Здравствуйте, Платеж не проходит",Финансы,ru
Возникла ошибка регистрации,Регистрация,ru
Не совпадает расписание в системе,Расписание,ru
Возникла ошибка регистрации,Регистрация,ru
"Добрый день, Не могу найти аудиторию. Я не знаю, что делать.",Расписание,ru
Не удается скачать учебный материал,Библиотека,ru
Не могу записаться на предмет,Регистрация,ru
Нужна помощь с жильем,Иностранные студенты,ru
I cannot get a receipt,Финансы,en
"Здравствуйте, Преподаватель не проверяет задания. Я не знаю, что делать.",Преподаватели,ru
The system does not accept my application,Документы,en
Занятие перенесено без уведомления,Расписание,ru
The teacher does not reply to messages. Please help me.,Преподаватели,en
"Good afternoon, I cannot get a certificate. I have been trying to solve thiz for several days.",Документы,en
Error while searching fr a book,Библиотека,en
library account не работает. Срочно нужна помощь.,Библиотека,mixed
"Здравствуйте, Не открывается запись на экзамен. Уже несколько дней не могу решить проблему.",Регистрация,ru
The online learning system is not working,IT-проблемы,en
The document is not ready. I need urgent help.,Документы,en
I have a problem: Login error in my account. I have been trying to solve this for several days.,IT-проблемы,en
У меня проблема: Ошибка при просмотре оценок. Это очень важно.,Экзамены,ru
The system does not accept my application,Документы,en
Система не принимает заявление,Документы,ru
"Good afternoon, The class disappeared from the schedule. Please help me.",Расписание,en
I cannot complete the medical checkup,Иностранные студенты,en
I have a problem: The teacher does not check assignments. Please help me.,Преподаватели,en
"Добрый день, Не могу получить студенческий билет. Уже несколько дней не могу решить проблему.",Документы,ru
book file does not open,Библиотека,en
migration card проблема,Иностранные студенты,mixed
лектор отменил пару,Преподаватели,ru
"Could you please help me, The library website does not let me download the file. I have been trying to solve this for several days.",Библиотека,en
The tuition invoice is displayed incorrectly,Финансы,en
Система не принимает заявление,Документы,ru
не могу contact преподавателя,Преподаватели,mixed
препод не отвечает in chat,Преподаватели,mixed
My insurance is not displayed in the system. I have been trying to solve this for several days.,Иностранные студенты,en
не могу скачать методичку,Библиотека,ru
"Помогите, Ни могу оплатить обучение. Помогите пожалуйста.",Финансы,ru
не дает выбрать курс. Помогите пожалуйста.,Регистрация,ru
"Здравствуйте, электронка библиотеки лагает. Срочно нужна помощь.",Библиотека,ru
"Помогите, не вижу exam results. Это очень важно.",Экзамены,mixed
I cannot extend the book loan period,Библиотека,en
"Здравствуйте, не вижу оценки. Уже несколько дней не могу решить проблему.",Экзамены,ru
I cannot get feedback from the teacher,Преподаватели,en
"Добрый день, Лектор не пришел на занятие. Я не знаю, что делать.",Преподаватели,ru
"Could you please help me, money charged but still unpaid. I do not know what t0 do.",Финансы,en
The payment does not go through,Финансы,en
Проблема с визой,Иностранные студенты,ru
digital library is lagging,Библиотека,en
I cannot complete the medical checkup. I have been trying to solve this for several days.,Иностранные студенты,en
"Could you please help me, Error while searching for a book. This is very important.",Библиотека,en
There is a conflict with a teacher,Преподаватели,en
Проблема с онлайн расписанием,Расписание,ru
"Помогите, Преподаваттель игнорирует сообщения. Срочно нужн помощь.",Преподаватели,ru
The system does not allow me to choose a group,Регистрация,en
"Good afternoon, I want to complain about a teacher. I do not know what to do.",Преподаватели,en
"У меня проблема: Счет за обучение атображается неверно. Я не знаю, что делать.",Финансы,ru
портал умер,IT-проблемы,ru
"Здравствуйте, не вижу exam results",Экзамены,mixed
У меня проблема: расписание кривое. Срочно нужна помощь.,Расписание,ru
Платеж не проходит,Финансы,ru
"У меня проблема: Жалоба на преподавателя. Я не знаю, что делать.",Преподаватели,ru
"Подскажите пожалуйста, Ошибка при входе в электронную библиотеку. Срочно нужна помощь.",Библиотека,ru
"Hello, document request not processed",Документы,en
I need housing as an international student. I have been trying to z0lve this for several deys.,Иностранные студенты,en
can't enroll in course,Регистрация,en
н дает выбратть курс,Регистрация,ru
I cannot submit my assignment through the platform,IT-проблемы,en
"Hello, my grades are missing. I need urgent help.",Экзамены,en
There is a registration problem,Регистрация,en
Документ не готов,Документы,ru
Неправильно стоит оценка за тестт,Экзамены,ru
"Good afternoon, The online platform keeps freezing",IT-проблемы,en
"Good afternoon, My group is missing from the schedule",Расписание,en
У меня проблема: деньги charged but статус unpaid. Помогите пожалуйста.,Финансы,mixed
"Добрый день, Не могу оплатить обучение. Уже несколько дней не могу решить проблему.",Финансы,ru
Преподаватель не отвечает на сообщения,Преподаватели,ru
Migration regestration is not ready,Иностранные студенты,en
I have a problem: The class time is incorrect,Расписание,en
"Подскажите пожалуйста, не вижу пару. Уже несколька дней не магу решить проблему.",Расписание,ru
I have a problem: Tha class disappeared from the schedule. I have been trying to solve this for several days.,Расписание,en
Ошибка при регистрации на предмет. Срочно нужна помощь.,Регистрация,ru
Ошибка при просмотре оценок,Экзамены,ru
Не могу продлить визу,Иностранные студенты,ru
"Подскажите пожалуйста, резы экзамена пропали. Уже несколько дней не могу решить проблему.",Экзамены,ru
"Please help, I cannot pay my tuition fee",Финансы,en
Заявление зависло в системе,Документы,ru
Не открывается запись на экзамен,Регистрация,ru
There is a problem with my library account,Библиотека,en
Не могу получить обратную связь,Преподаватели,ru
Не могу получить обратную связь,Преподаватели,ru
"Good afternoon, I cannot get a place in the dormitory",Иностранные студенты,en
У меня проблема: Неверно указано время занятия. Срочно нужна помощь.,Расписание,ru
"Подскажите пожалуйста, Книга недоступна. Срочно нужна помощь.",Библиотека,ru
"Подскажите пожалуйста, училка не проверила работу. Срочно нужна помощь.",Преподаватели,ru
не могу contact преподавателя,Преподаватели,mixed
"Помогите, Не работает электронная библиотека. Я не знаю, что делать.",Библиотека,ru
"Hello, Login error in my account. I do not know what to do.",IT-проблемы,en
The lecturer did not come to class,Преподаватели,en
"Здравствуйте, Не отображается статус документа. Это очень важно.",Документы,ru
Проблема с продлением книги,Библиотека,ru
The teacher does not check assignments,Преподаватели,en
"Good afternoon, There is an error in the schedule. I do not know what to do.",Расписание,en
не могу login в личный кабинет,IT-проблемы,mixed
"Здравствуйте, сайт тупит. Срочнно нужна помощь.",IT-проблемы,ru
I cannot submit my assignment through the platform. I do not know what to do.,IT-проблемы,en
"Good afternoon, I disagree with the teacher's grade. This is very important.",Преподаватели,en
"Добрый день, Не могу получить справку. Срочно нужна помощь.",Документы,ru
не вижу exam results,Экзамены,mixed
"Подскажите пожалуйста, не могу записаться. Срочно нужна помощь.",Регистрация,ru
Преподаватель не отвечает на сообщения,Преподаватели,ru
экзамен не отображается,Экзамены,ru
Не могу оформить временную регистрацию,Иностранные студенты,ru
Нет доступа к учебным материалам. Срочно нужна помощь.,Библиотека,ru
There es e problem with my migration card,Иностранные студенты,en
schedule is wrong,Расписание,en
teacher игнорит сообщения,Преподаватели,mixed
Не отображается регистрация на экзамен. Срочно нужна помощь.,Регистрация,ru
"Could you please help me, I cannot extend my visa. I need urgant help.",Иностранные студенты,en
"Could you please help me, A registration error occurred. I need urgent help.",Регистрация,en
"Hello, I cannot open the electronic textbook. I do not know what to do.",Библиотека,en
e have a problem: There is a conflict in the class schedule,Расписание,en
I cannot pay for the semester. I have been trying to solve this for several days.,Финансы,en
"Экзаменационные данные недоступны. Я не знаю, что делать.",Экзамены,ru
"Здравствуйте, деньги charged but статус unpaid. Срочно нужна помощь.",Финансы,mixed
"Помогите, не вижу пару. Я не знаю, что делать.",Расписание,ru
Не согласен с оценкой преподавателя,Преподаватели,ru
"Hello, The payment does not go through. Pleese help me.",Финансы,en
"Подскажите пожалуйста, расписание shows wrong classroom. Это очень важно.",Расписание,mixed
"Помогите, Документ не готов. Уже несколько дней не могу решить проблему.",Документы,ru
I need help with my passport,Иностранные студенты,en
I have a problem: Information about the class is missing. I do not know what to do.,Расписание,en
Неправильно стоит оценка за тест,Экзамены,ru
There is a problem with university documents,Документы,en
"Подскажите пожалуйста, Библитечная система не отвечает. Памогите пожалуйстта.",Библиотека,ru
"Помогите, Занятие перенесено без уведомления. Срочно нужна помощь.",Расписание,ru
"Подскажите пожалуйста, книга не открывается. Срочно нужна помощь.",Библиотека,ru
"Could you please help me, There is a problem choosing the study program. This is very important.",Регистрация,en
can't open my account,IT-проблемы,en
"Добрый день, Преподаватель не отвечает на сообщения. Помогите пожалуйста.",Преподаватели,ru
"Please help, The teacher did not upload the materials. I need urgent help.",Преподаватели,en
I cannot choose a discipline,Регистрация,en
не могу download книгу,Библиотека,mixed
"Hallo, I cannot open tha electronic textboo. This is very important.",Библиотека,en
Конфликт с преподавателем,Преподаватели,ru
Проблема с университетскими документами,Документы,ru
There is a problem with document translation,Иностранные студенты,en
I cannot find the classroom. Please help me.,Расписание,en
"Good afternoon, I cannot contact the teacher. Please help me.",Преподаватели,en
Неправильнно стоит оценка за тест. Уже несколько дней не могу решеть проблему.,Экзамены,ru
Ошибка при оформлении визы. Помогите пожалуйста.,Иностранные студенты,ru
"Please help, Error while registering for a subject. I need urgent help.",Регистрация,en
"Please help, my grades are missing. I do not know what to do.",Экзамены,en
Нет ризультата зачета,Экзамены,ru
"Помогите, Не могу получить справку. Я не знаю, что делать.",Документы,ru
"Could you please help me, There is a problem choosing the study program. Please help me.",Регистрация,en
"Please help, There is a problem with my medical insurance. I need urgent help.",Иностранные студенты,en
не понимаю что делать с визой,Иностранные студенты,ru
"Помогите, Конфликт с преподавателем. Срочно нужна помощь.",Преподаватели,ru
"Could you please help me, The payment is stuck in the system. This is very important.",Финансы,en
"Please help, exam results disappeared. I have been trying to solve this for several days.",Экзамены,en
The teacher does not check assignments,Преподаватели,en
The system rejcts the payment,Финансы,en
"У меня проблема: Нужно сдать анализы для университета. Я не знаю, что делать.",Иностранные студенты,ru
I cannot get a receipt,Финансы,en
"Hello, The teacher gave me the wrong grade. I have been trying to solve this for several days.",Преподаватели,en
I cannot get a receipt,Финансы,en
"Could you please help me, The results appeared with an error. I need urgent help.",Экзамены,en
У меня проблема: не вижу schedule на сегодня. Уже несколько дней не могу решить проблему.,Расписание,mixed
teacher игнорит сообщения,Преподаватели,mixed
"Здравствуйте, Преподаватель не проверяет задания",Преподаватели,ru
tuition payment poblem,Финансы,en
Не отображается расписание,Расписание,ru
I need a document for my visa,Документы,en
"Помогите, Система не позволяет зарегистрироваться. Срочно нужна помощь.",Регистрация,ru
"Please help, I have a problem with a teacher. This is very important.",Преподаватели,en
Проблема с миграционной картой,Иностранные студенты,ru
The system shows an error during authorization,IT-проблемы,en
Не отображается статус документа. Уже несколько дней не могу решить проблему.,Документы,ru
"Помогите, Ошибка при оплате через портал. Это очень важно.",Финансы,ru
Возникла ошибка регистрации,Регистрация,ru
Payment error,Финансы,en
препод не отвечает in chat,Преподаватели,mixed
"Добрый день, не могу оплатить общагу. Помогите пожалуйста.",Финансы,ru
"Could you please help me, registration err0r. This is very important.",Регистрация,en
расписание кривое,Расписание,ru
"Hello, The online platform keeps freezing. I do not know what to do.",IT-проблемы,en
tuition payment problem. I do not know what to do.,Финансы,en
"Good afternoon, Payment error. I do not know what to do.",Финансы,en
"Здравствуйте, Преподаватель игнорирует сообщения. Уже несколько дней не могу решить проблему.",Преподаватели,ru
"Good afternoon, can't open my account. Please help me.",IT-проблемы,en
"Помогите, Ошибка при оплате через портал. Это очинь важно.",Финансы,ru
"Good afternoon, book file does not open. This is very important.",Библиотека,en
I need an academic certificate,Документы,en
The library system is not responding,Библиотека,en
"Please help, I need a document for my visa. This is very important.",Документы,en
I have a problem: I need access to course materials. Please help me.,Библиотека,en
Преподаатель не загрузил материалы,Преподаватели,ru
универ сайт лагает,IT-проблемы,ru
Не могу получить доступ к библиотеке,Библиотека,ru
I cannot open the exam sheet,Экзамены,en
The payment is stuck en the zystem,Финансы,en
The schedule is n0t displayed. I need urgent help.,Расписание,en
"Здравствуйте, Не роботает электронная библиотека. Это очень важно.",Библиотека,ru
У меня проблема: Ошибка при входе в аккаунт. Помогите пожалуйста.,IT-проблемы,ru
"Подскажите пожалуйста, Проблема с платежом. Срочно нужна помощь.",Финансы,ru
"Good afternoon, The grade is incorrect. This is very important.",Экзамены,en
"Hello, There is an err0r in my grades. I have been trying to solve this for several days.",Экзамены,en
grade неправильный,Экзамены,mixed
не могу upload файл на платформу,IT-проблемы,mixed
"Hello, I cannot enroll in a subject",Регистрация,en
"C0uld you please help me, I cannot enroll in a zubject",Регистрация,en
"Подскажите пожалуйста, не дает выбрать курс. Я не знаю, что делать.",Регистрация,ru
"Hello, book file does not open",Библиотека,en
Не отображается список книг. Уже несколько дней не могу решить проблему.,Библиотека,ru
Ошибка при оплате через портал,Финансы,ru
"Please help, I cannot pay my tuition fee. Please help me.",Финансы,en
"Good afternoon, I cannot pay my tuition fee. Please help me.",Финансы,en
"Здравствуйте, Не могу отправить задание через платформу. Уже несколько дней не могу решить проблему.",IT-проблемы,ru
I have a problem: The teacher gave me the wrong grade. I have been trying to solve this for several days.,Преподаватели,en
I have a problam: I have a problem with a teacher,Преподаватели,en
"Подскажите пожалуйста, нужна help with dormitory. Я не знаю, что делать.",Иностранные студенты,mixed
I cannot complete the medical checkup,Иностранные студенты,en
The payment is stuck in the zystem,Финансы,en
"Hello, There is an error in the schedule. This is very important.",Расписание,en
"Здравствуйте, Проблема с платежом",Финансы,ru
Платеж прошел два раза. Уже несколько дней не могу решить проблему.,Финансы,ru
"Could you please help me, There is a problem with document processing",Документы,en
I cannot access the library,Библиотека,en
The grade is unfair,Преподаватели,en
I have a problem: The online learning system is not working,IT-проблемы,en
The class was moved without notification,Расписание,en
"Could you please help me, The class time has changed. This is very important.",Расписание,en
"Добрый день, Не могу записаться на предмет. Уже несколько дней не могу решить проблему.",Регистрация,ru
ни магу скачать методичку,Библиотека,ru
У меня проблема: document status не обновляется,Документы,mixed
Не согласен с оценкой преподавателя,Преподаватели,ru
"Здравствуйте, аплата не проходит. Помогите пожалуйста.",Финансы,ru
The payment receipt did not arrive. I naed urgent help.,Финансы,en
"Could you please help me, I need access to course materials. I have been trying to solve this for several days.",Библиотека,en
Не работтает электронная библиотека,Библиотека,ru
Лектор не пришел на занятие,Преподаватели,ru
I have a problem: I cannot choose a discipline. I need urgent help.,Регистрация,en
The schedule is not displayed. I have been trying to solve this for several days.,Расписание,en
I need help with accommodation,Иностранные студенты,en
Система не позволяет зарегистрироваться,Регистрация,ru
Система отклоняет оплату,Финансы,ru
"Не получается завершить регистрацию. Я не знаю, что делать.",Регистрация,ru
"У меня проблема: Преподаватель не проверяет задания. Я не знаю, что делать.",Преподаватели,ru
У меня проблема: Неверно указана оценка. Помогите пожалуйста.,Экзамены,ru
"Hello, I cannot access my account. This is very important.",IT-проблемы,en
"Good afternoon, I cannot extend my visa. This is very important.",Иностранные студенты,en
Система отклоняет оплату,Финансы,ru
I cannot download the document,Документы,en
e have a problem: The univerzity website does not open,IT-проблемы,en
Преподаватель игнорирует сообщения,Преподаватели,ru
"Добрый день, Экзаменационные данные недоступны. Я не знаю, что делать.",Экзамены,ru
Поблема с регистрацией,Регистрация,ru
I have a problem: I have a problem with a teacher. This is very important.,Преподаватели,en
Проблема с библиотечным аккаунтом,Библиотека,ru
Не магу зарегистрироваться на курс,Регистрация,ru
"Подскажите пожалуйста, Система не принимает заявление",Документы,ru
I do not know what documents are needed for visa,Иностранные студенты,en
не могу логиниться,IT-проблемы,ru
The lecturer did not come to class,Преподаватели,en
I have a problem: My transcript is not ready. Please help me.,Документы,en
Лектор не пришел на занятие. Помогите пожалуйста.,Преподаватели,ru
"Подскажите пожалуйста, зачет missing in system. Помогите пожалуйста.",Экзамены,mixed
не дает enroll в предмет,Регистрация,mixed
The schedule in the system does not match,Расписание,en
Не могу получить обратную связь. Это очень важно.,Преподаватели,ru
There is a problem with document processing,Документы,en
ашибка в оценах,Экзамены,ru
The system shows an error during authorization,IT-проблемы,en
I cannot get a certificate,Документы,en
У меня проблема: Не понимаю где пройти медицинскую комиссию. Уже несколько дней не могу решить проблему.,Иностранные студенты,ru
личный кабнет не работает,IT-проблемы,ru
не вижу пару,Расписание,ru
teacher игнорит сообщения,Преподаватели,mixed
grade ниправильный,Экзамены,mixed
"Добрый день, препод игнорит. Срочно нужна помощь.",Преподаватели,ru
I have a problem: I cannot download study materials. This is very important.,Библиотека,en
Нужна сдать аналезы для университета,Иностранные студенты,ru
кбинет не грузится,IT-проблемы,ru
"Please help, The library system is not responding. This is very important.",Библиотека,en
"Good efternoon, The paymant is stuck in the system. I need urgent help.",Финансы,en
"Здравствуйте, Проблема с библиотечным аккаунтом. Это очень важно.",Библиотека,ru
The results appeared with an error,Экзамены,en
"Здравствуйте, portal не открывается. Срочно нужна помощь.",IT-проблемы,mixed
Не могу зарегистрироваться на семестр. Помогите пожалуйста.,Регистрация,ru
Server error when opening the page,IT-проблемы,en
"Здравствуйте, Расписанние отображается неправильно. Уже несколько дней не могу решить проблему.",Расписание,ru
"Hello, I cannot open the exam sheet. I have been trying to solve this for several days.",Экзамены,en
digital library is lagging,Библиотека,en
My foreign documents are not eccepted,Иностранные студенты,en
У меня проблема: зачет missing in system. Срочно нужна помощь.,Экзамены,mixed
e have a problem: The book iz not available. Plaase help me.,Библиотека,en
I cannot complete the medical checkup. This is very important.,Иностранные студенты,en
Не могу получить помощь для иностранных студентов,Иностранные студенты,ru
The book is not available,Библиотека,en
Портал не отвечает,IT-проблемы,ru
I have a problem: The teacher gave me the wrong grade,Преподаватели,en
не вижу exam results,Экзамены,mixed
registration error,Регистрация,en
Счет за обучение отображается неверно,Финансы,ru
"Здравствуйте, Не могу получить доступ к библиотеке. Срочно нужнна помощь.",Библиотека,ru
"Please help, I have a problem with a teacher. I need urgent help.",Преподаватели,en
I have a problem: The pass result is missing. I have been trying to solve this for several days.,Экзамены,en
"Здравствуйте, Нет доступа к информации об экзамене",Экзамены,ru
Библиотечная система не отвечает,Библиотека,ru
нне могу оплатить общагу,Финансы,ru
Не работает личный кабинет,IT-проблемы,ru
"Подскажите пожалуйсто, teacher игнорит сообщиния. Срочно нужна помощь.",Преподаватели,mixed
I cannot complete temporary registration,Иностранные студенты,en
"Could you please help me, I cannot access my account. I need urgent help.",IT-проблемы,en
"Подскажите пожалйста, Занятие перенесено без уведомления",Расписание,ru
Error while requesting a document,Документы,en
I cannot extend the book loan period,Библиотека,en
"Подскажите пожалуйста, расписание кривое. Помогите пожалуйста.",Расписание,ru
"Good afternoon, The course is not available for registration. Please help me.",Регистрация,en
"Помогите, не могу скачать методичку. Уже несколько дней не могу решить проблему.",Библиотека,ru
не вижу exam results,Экзамены,mixed
"Здравствуйте, Конфликт с преподавателем",Преподаватели,ru
I have a problem: The test grade is incorrect. I need urgent help.,Экзамены,en
не могу оплатить обогу,Финансы,ru
"Hello, I cannot open the exam sheet. I need urgent help.",Экзамены,en
I naed access to course materials,Библиотека,en
"Hello, The payment is stuck in tha system. This is very important.",Финансы,en
Не могу открыть экзаменационный лист,Экзамены,ru
"Помогите, Документ оформлен с ошибкой. Уже несколько дней не могу решить проблему.",Документы,ru
расписание shows wrong classroom,Расписание,mixed
The results appeared with an error,Экзамены,en
не могу download книгу,Библиотека,mixed
The grade is missing in the system,Экзамены,en
"Помогите, Ошибка при просмотре оценок. Уже несколько дней не могу решить проблему.",Экзамены,ru
"Добрый день, Не могу восстановить пароль. Я не знаю, что делать.",IT-проблемы,ru
Не могу выбрать дисциплину,Регистрация,ru
Ошибка поиска книги,Библиотека,ru
"Pleasa help, Information about the class is missing. I do not know what to do.",Расписание,en
I cannot contact the teacher,Преподаватели,en
Лектор не пришел на занятие. Срочно нужна помощь.,Преподаватели,ru
"Hello, There is an error in the schedule. Please help me.",Расписание,en
can't enroll in course,Регистрация,en
"Добрый день, Оплата зависла в системе. Уже несколько дней не могу решить проблему.",Финансы,ru
"Добрый день, Проблема с преподавателем. Это очень важно.",Преподаватели,ru
не понимаю что делать с визой,Иностранные студенты,ru
"Здравствуйте, Ошибка сервера при открытии страницы. Это очень важно.",IT-проблемы,ru
"Good afternoon, The test grade is incorrect. I have been trying to solve this for several days.",Экзамены,en
